File: MNCLW00684.txt
Search Method: Trie (MWE + Single-Word)
Total runtime: 0.032854s
Found terms: 1475

Term                            Line                  Word Place          

хөдөлмөрийн аюулгүй байдал, эрүүл ахуй  6, 11, 11, 12         1, 5, 24, 4         
                                30, 58, 61, 66        9, 4, 5, 1          
                                67, 68, 74, 133       1, 4, 19, 7         
                                136, 137, 145, 167    4, 21, 4, 10        
                                169, 170, 171, 172    1, 1, 4, 27         
                                172, 172, 177, 178    46, 71, 5, 2        
                                179, 180, 187, 205    15, 2, 5, 9         
                                215, 217, 231, 233    18, 17, 8, 16       
                                240, 245, 246, 252    5, 11, 6, 7         
                                260, 262, 268, 270    8, 6, 5, 6          
                                273, 282, 285, 297    4, 25, 3, 5         
                                298, 299, 301, 302    5, 7, 14, 5         
                                303, 305, 311, 314    5, 17, 18, 22       
                                315, 316, 317, 317    14, 5, 15, 30       
                                319, 330, 335, 336    4, 7, 2, 2          
                                337, 344, 377, 378    2, 43, 1, 4         
                                388, 393, 417, 424    4, 5, 5, 4          
                                427, 428, 430, 431    2, 6, 2, 2          
                                432, 434, 438, 439    2, 11, 1, 1         
нийтлэх                         8, 9, 153, 159        1, 1, 8, 8          
                                413, 434              11, 19              
төрийн байгууллага              11, 268               16, 12              
удирдлага                       11, 30, 30, 89        18, 6, 30, 10       
                                97, 245, 304, 313     5, 22, 6, 17        
ажил                            11, 20, 22, 23        21, 16, 6, 2        
                                23, 24, 25, 25        17, 4, 2, 14        
                                33, 33, 41, 44        2, 10, 4, 5         
                                57, 57, 89, 119       4, 12, 15, 14       
                                123, 125, 127, 128    16, 9, 5, 6         
                                128, 129, 130, 131    8, 2, 2, 5          
                                132, 132, 134, 135    2, 24, 4, 4         
                                142, 143, 144, 154    3, 13, 5, 8         
                                157, 164, 165, 167    26, 2, 2, 2         
                                185, 193, 194, 204    10, 4, 4, 32        
                                209, 215, 225, 255    16, 4, 4, 21        
                                268, 301, 308, 311    14, 7, 19, 15       
                                312, 319, 321, 330    12, 10, 11, 28      
                                331, 335, 341, 346    5, 16, 13, 4        
                                347, 371, 374, 374    4, 4, 4, 11         
                                374, 393, 397, 400    39, 14, 5, 8        
                                410, 411, 411, 416    15, 4, 10, 16       
                                422, 423, 427, 434    12, 10, 13, 8       
                                434                   23                  
стандарт                        11, 36, 62, 66        30, 6, 7, 7         
                                67, 68, 70, 70        7, 10, 6, 30        
                                118, 132, 160, 246    16, 18, 7, 16       
                                305, 308, 312, 372    9, 9, 8, 6          
                                397, 414, 434         8, 9, 21            
хангагч                         11, 35, 62, 63        31, 22, 12, 13      
                                77, 81, 83, 84        15, 26, 10, 30      
                                88, 89, 98, 101       19, 26, 22, 9       
                                105, 107, 108, 118    13, 9, 17, 17       
                                120, 127, 129, 154    4, 10, 9, 7         
                                184, 204, 231, 237    11, 35, 17, 22      
                                245, 291, 300, 331    23, 8, 4, 16        
                                332, 337, 344, 401    34, 8, 13, 9        
                                406, 409, 421         16, 9, 9            
ажилтан                         11, 25, 28, 29        32, 6, 12, 16       
                                32, 34, 41, 45        5, 5, 9, 10         
                                46, 59, 69, 112       10, 15, 19, 20      
                                119, 123, 127, 128    22, 27, 4, 4        
                                137, 142, 143, 145    6, 8, 18, 18        
                                150, 151, 152, 153    6, 6, 8, 6          
                                159, 172, 172, 215    6, 53, 79, 7        
                                245, 260, 262, 270    18, 15, 13, 13      
                                285, 292, 301, 301    2, 7, 11, 23        
                                302, 307, 308, 310    14, 10, 15, 8       
                                313, 314, 315, 316    20, 27, 19, 14      
                                317, 317, 323, 330    24, 38, 9, 27       
                                331, 332, 338, 341    8, 15, 13, 10       
                                343, 344, 346, 346    9, 28, 8, 15        
                                346, 346, 347, 347    27, 38, 8, 15       
                                347, 347, 354, 360    27, 38, 10, 19      
                                387, 393, 421, 423    2, 13, 17, 17       
                                428, 432, 436, 448    19, 16, 4, 9        
иргэн                           11, 23, 25, 32        35, 7, 5, 4         
                                37, 48, 56, 56        6, 5, 17, 21        
                                57, 57, 59, 69        18, 22, 14, 18      
                                115, 120, 134, 135    21, 6, 3, 3         
                                137, 141, 142, 143    5, 6, 7, 17         
                                144, 150, 151, 152    14, 5, 5, 7         
                                153, 159, 229, 231    5, 5, 8, 5          
                                237, 246, 254, 254    20, 4, 9, 12        
                                255, 255, 265, 276    8, 18, 9, 7         
                                354, 360, 393, 397    9, 18, 12, 3        
аюул                            11, 13, 17, 17        37, 2, 2, 17        
                                18, 18, 22, 22        2, 13, 2, 19        
                                27, 28, 29, 30        6, 8, 7, 2          
                                33, 34, 34, 35        11, 2, 10, 4        
                                35, 36, 36, 41        19, 2, 10, 12       
                                59, 60, 62, 63        2, 2, 2, 2          
                                64, 69, 70, 83        2, 2, 2, 5          
                                84, 84, 88, 89        6, 28, 6, 23        
                                90, 98, 109, 111      13, 18, 6, 7        
                                112, 113, 114, 115    7, 11, 4, 4         
                                116, 118, 120, 143    4, 8, 2, 4          
                                146, 148, 154, 156    2, 2, 2, 11         
                                157, 158, 160, 161    17, 2, 2, 2         
                                161, 162, 165, 166    15, 15, 19, 5       
                                172, 184, 185, 189    2, 2, 2, 2          
                                190, 191, 197, 203    2, 2, 2, 2          
                                204, 207, 208, 209    2, 2, 2, 13         
                                210, 214, 220, 221    2, 4, 2, 2          
                                235, 236, 237, 241    2, 2, 2, 2          
                                242, 248, 254, 255    2, 2, 2, 3          
                                264, 265, 274, 287    2, 2, 2, 2          
                                291, 292, 294, 300    5, 2, 2, 2          
                                304, 305, 306, 308    2, 2, 2, 2          
                                310, 312, 313, 314    2, 2, 2, 15         
                                322, 322, 325, 329    11, 22, 5, 2        
                                330, 331, 339, 341    17, 2, 12, 2        
                                342, 343, 374, 379    2, 2, 23, 2         
                                382, 389, 392, 406    2, 2, 9, 11         
                                408, 414, 415, 416    8, 2, 8, 2          
                                419, 420, 421, 422    2, 2, 2, 2          
                                448                   2                   
эрүүл ахуй                      13, 17, 17, 18        4, 4, 30, 20        
                                19, 30, 36, 36        2, 4, 4, 12         
                                59, 60, 62, 63        4, 4, 4, 4          
                                64, 69, 70, 83        4, 4, 4, 7          
                                146, 148, 154, 158    4, 4, 4, 4          
                                160, 161, 172, 184    4, 4, 4, 4          
                                185, 189, 190, 191    4, 4, 4, 4          
                                197, 203, 204, 207    4, 4, 4, 4          
                                208, 210, 214, 220    4, 4, 6, 4          
                                221, 235, 236, 237    4, 4, 4, 4          
                                241, 242, 248, 254    4, 4, 4, 4          
                                264, 265, 274, 287    4, 4, 4, 4          
                                292, 294, 304, 305    4, 4, 4, 4          
                                306, 308, 310, 310    4, 4, 4, 12         
                                312, 313, 329, 341    4, 4, 4, 4          
                                342, 343, 379, 382    4, 4, 4, 4          
                                389, 401, 406, 409    4, 6, 13, 6         
                                414, 416, 419, 420    4, 4, 4, 4          
                                421, 422, 448         4, 4, 4             
мөрдөгч                         14, 83, 90, 160       17, 15, 11, 12      
                                197, 305              8, 16               
тодорхойлолт                    15, 311               7, 17               
хэрэглэгч                       16, 84, 113, 115      3, 17, 6, 15        
                                164                   9                   
ариун цэвэр                     17                    28                  
арга хэмжээ                     17, 84, 112, 162      32, 32, 28, 22      
                                188, 222, 233, 243    10, 13, 10, 12      
                                244, 294, 305, 321    24, 9, 33, 27       
                                336, 337, 342, 344    23, 9, 9, 18        
                                353                   10                  
үйл ажиллагаа                   17, 19, 30, 32        41, 30, 31, 8       
                                39, 56, 60, 69        8, 5, 6, 12         
                                233, 237, 245, 292    22, 23, 24, 12      
                                313, 322, 322, 374    6, 2, 18, 30        
                                423, 423, 436         14, 26, 13          
хүн                             17, 18, 19, 20        9, 7, 13, 6         
                                21, 22, 33, 88        6, 14, 13, 3        
                                179, 244, 310, 322    5, 19, 16, 5        
                                442                   4                   
зохиогч                         17, 139, 297, 298     24, 9, 10, 10       
                                299, 321, 400         15, 25, 9           
технологи                       17                    27                  
эмчлэх                          17                    35                  
сувилах                         17, 289               36, 2               
эрүүл мэнд                      18, 22, 163, 244      8, 15, 2, 2         
                                415, 421, 432         2, 18, 17           
мэргэжил                        21, 23, 155, 165      17, 12, 3, 9        
                                204, 207, 211, 222    26, 6, 6, 5         
                                231, 233, 235, 236    22, 5, 15, 11       
                                241, 243, 245, 266    11, 5, 19, 7        
                                267, 278, 282, 307    3, 3, 35, 3         
                                334, 344, 368, 410    5, 24, 5, 7         
хурц хордлого                   22, 23, 116, 165      9, 10, 18, 15       
                                188, 192, 209, 222    6, 3, 6, 3          
                                231, 233, 235, 236    20, 3, 13, 9        
                                241, 243, 244, 282    9, 3, 12, 33        
                                334, 338, 344, 351    3, 7, 22, 6         
                                352, 353, 354, 354    6, 6, 6, 21         
                                355, 355, 355, 356    6, 16, 24, 14       
                                357, 358, 359, 360    7, 3, 3, 14         
                                362, 363, 365, 368    3, 9, 6, 3          
                                396, 426              19, 6               
үйлдвэрлэлийн осол              23, 116, 211, 231     8, 22, 4, 18        
                                235, 236, 241, 266    11, 7, 7, 5         
                                282, 314, 338, 344    31, 6, 2, 20        
                                351, 352, 353, 354    1, 1, 4, 4          
                                355, 356, 360, 363    4, 7, 11, 4         
                                365, 396              4, 17               
эрсдэл                          23, 156               5, 8                
үнэлгээ                         24, 30, 33, 327       2, 25, 25, 5        
                                371, 372, 374, 375    8, 5, 43, 5         
гүйцэтгэх ажил                  25                    7                   
шуудан                          25, 25, 300, 415      16, 18, 22, 7       
                                423                   28                  
зохион байгуулагч               30, 70, 145, 185      20, 20, 15, 11      
                                189, 246, 254, 255    9, 18, 21, 22       
                                264, 306, 313         10, 13, 10          
хяналт тавих                    30, 233, 236, 242     23, 29, 21, 10      
                                264, 300, 304, 307    12, 11, 12, 16      
                                313, 335, 379, 396    12, 11, 16, 11      
                                401, 402, 406, 408    12, 5, 19, 21       
                                434, 436              34, 11              
холбоо                          30, 410               28, 22              
ус                              32                    21                  
өр                              32                    26                  
хөдөлмөрийн эрүүл ахуй          33, 321, 356, 389     17, 13, 17, 25      
                                399, 400, 413         2, 5, 4             
хөдөлмөрийн нөхцөл              33, 36, 64, 172       4, 8, 8, 22         
                                212, 284, 300, 327    4, 8, 5, 3          
                                371, 372, 374, 375    6, 3, 41, 3         
                                401, 421, 432         3, 14, 13           
гүйцэтгэгч                      33, 57, 125, 165      8, 5, 6, 6          
                                344, 389, 393         65, 31, 16          
хөдөлмөрийн аюулгүй байдал      34, 157               16, 5               
тоног төхөөрөмж                 35, 35, 74, 79        2, 15, 10, 10       
                                81, 87, 88, 89        7, 6, 11, 4         
                                90, 91, 92, 94        4, 4, 4, 4          
                                95, 96, 97, 98        4, 3, 2, 2          
                                99, 392, 418, 423     9, 7, 6, 12         
                                429                   7                   
зураг төсөл                     35, 98                7, 5                
талууд                          36, 58, 59, 83        14, 9, 21, 12       
                                85, 88, 113, 114      11, 13, 22, 27      
                                120, 132, 156, 157    5, 8, 15, 25        
                                177, 204, 217, 222    10, 6, 5, 10        
                                231, 235, 236, 240    27, 20, 16, 14      
                                252, 311, 314, 319    19, 23, 21, 9       
                                329, 334, 336, 342    6, 10, 11, 6        
                                344, 344, 396, 411    48, 59, 21, 13      
                                414, 416, 421, 424    11, 9, 10, 9        
                                426, 428, 432         8, 11, 11           
тал                             36, 58, 59, 83        14, 9, 21, 12       
                                85, 88, 113, 114      11, 13, 22, 27      
                                120, 132, 156, 157    5, 8, 15, 25        
                                177, 204, 217, 222    10, 6, 5, 10        
                                231, 235, 236, 240    27, 20, 16, 14      
                                252, 311, 314, 319    19, 23, 21, 9       
                                329, 334, 336, 342    6, 10, 11, 6        
                                344, 344, 396, 411    48, 59, 21, 13      
                                414, 416, 421, 424    11, 9, 10, 9        
                                426, 428, 432         8, 11, 11           
байгууллага                     36, 39, 50, 56        17, 7, 5, 13        
                                70, 70, 70, 77        18, 28, 33, 4       
                                103, 103, 113, 115    16, 22, 27, 20      
                                120, 123, 126, 137    10, 11, 14, 17      
                                169, 170, 171, 172    8, 8, 11, 16        
                                172, 172, 172, 179    26, 66, 70, 25      
                                179, 191, 201, 202    29, 10, 10, 7       
                                204, 204, 207, 212    11, 24, 11, 7       
                                215, 224, 237, 245    11, 4, 19, 7        
                                255, 265, 270, 276    14, 13, 18, 3       
                                282, 282, 284, 297    2, 13, 11, 4        
                                298, 299, 300, 303    4, 6, 17, 4         
                                305, 311, 316, 316    15, 4, 4, 28        
                                317, 317, 334, 343    11, 37, 14, 16      
                                362, 363, 367, 372    13, 21, 12, 9       
                                375, 382, 384, 387    14, 11, 7, 11       
                                393, 400, 417, 421    4, 4, 17, 33        
                                422, 423, 432, 433    22, 5, 31, 7        
                                436                   9                   
осол                            37, 97, 110, 116      2, 11, 10, 17       
                                155, 165, 165, 165    2, 4, 13, 20        
                                188, 192, 209, 222    2, 2, 2, 2          
                                233, 243, 255, 267    2, 2, 2, 2          
                                278, 323, 334, 354    2, 6, 2, 20         
                                355, 355, 357, 362    15, 23, 5, 2        
                                362, 368, 396, 396    8, 2, 2, 5          
                                426                   2                   
үйлчлэгч                        37, 43, 44            17, 5, 11           
аж ахуйн нэгж                   39, 50, 56, 103       4, 2, 10, 13        
                                115, 120, 172, 237    17, 7, 67, 16       
                                255, 265, 276, 282    15, 10, 4, 10       
                                297, 298, 300, 305    1, 1, 14, 12        
                                317, 362, 387, 417    8, 10, 8, 14        
                                423, 433, 436         2, 4, 6             
магадлал                        41                    15                  
этгээд                          44, 118, 125, 317     10, 5, 5, 7         
                                339, 379, 448         8, 11, 14           
ажил олгогч                     45, 46, 81, 88        8, 8, 14, 14        
                                105, 124, 130, 131    11, 12, 16, 2       
                                132, 137, 204, 300    11, 8, 20, 20       
                                315, 317, 346, 346    11, 12, 34, 55      
                                347, 347, 448         34, 55, 7           
хувиараа хөдөлмөр эрхлэгч       48                    2                   
мэргэжлийн сургалт              50, 136               14, 10              
суралцагч                       50                    18                  
сонсогч                         50                    21                  
цэргийн гэрээт алба хаагч       51                    4                   
дайчилгаатай сургууль           51                    8                   
дайчилгааны сургууль            51                    8                   
цэргийн үүрэгтэн                51                    13                  
хоршоо                          54                    2                   
нөхөрлөл                        54                    3                   
гишүүн                          54, 146, 215, 369     4, 16, 16, 15       
ял эдэлж байгаа                 55                    2                   
гадаадын иргэн                  57                    19                  
мэдээлэл                        63, 156, 190, 235     7, 17, 7, 26        
                                268, 334, 414, 426    11, 9, 12, 11       
салбар                          70, 172, 204, 205     14, 34, 27, 15      
                                205, 215, 217, 227    17, 34, 14, 12      
                                305                   10                  
захиргаа                        70, 70, 123, 126      16, 26, 9, 12       
                                137, 172, 172, 179    15, 14, 55, 23      
                                201, 202, 204, 205    8, 5, 8, 2          
                                245, 316, 367, 375    5, 26, 10, 12       
                                382, 388, 389         9, 10, 12           
хариуцагч                       70, 85, 124, 130      19, 13, 14, 18      
                                169, 170, 171, 172    7, 7, 10, 7         
                                172, 172, 172, 212    25, 52, 77, 6       
                                260, 262, 270, 284    14, 12, 12, 10      
                                299, 300, 301, 302    13, 23, 20, 11      
                                310, 316, 317, 341    7, 11, 21, 7        
                                344, 346, 347, 354    66, 36, 36, 19      
                                362, 393              14, 11              
үйлдвэрлэлийн орчин             72, 77                4, 5                
барилга байгууламж              72, 74, 79, 81        6, 2, 5, 2          
                                86, 418, 429          10, 2, 3            
үйлчилгээ                       74, 90, 94, 95        17, 8, 7, 7         
                                103, 123, 267, 282    6, 17, 11, 18       
                                301, 374, 422         5, 14, 16           
хөдөлмөрийн аюулгүй байдал, эрүүл ахуйн стандарт  77, 332, 344          8, 16, 7            
нэгж                            77, 172, 299, 303     3, 58, 5, 3         
                                311, 311, 316, 393    3, 8, 3, 3          
                                400, 423              3, 7                
журам                           83, 108, 109, 113     13, 7, 15, 29       
