File: MNCLW00816.txt
Search Method: Trie (MWE + Single-Word)
Total runtime: 0.018995s
Found terms: 1162

Term                            Line                  Word Place          

эмнэлгийн хэрэгсэл              6, 13, 14, 15         2, 20, 4, 2         
                                34, 34, 42, 43        4, 32, 2, 2         
                                43, 44, 52, 53        17, 12, 4, 17       
                                54, 57, 64, 67        17, 4, 14, 5        
                                69, 73, 74, 92        2, 4, 2, 2          
                                96, 97, 99, 101       3, 3, 4, 2          
                                105, 115, 117, 117    4, 4, 4, 26         
                                126, 127, 129, 130    2, 2, 9, 19         
                                132, 134, 138, 139    13, 6, 10, 13       
                                140, 142, 142, 143    2, 2, 9, 7          
                                148, 150, 151, 152    5, 2, 4, 2          
                                153, 154, 159, 166    9, 2, 3, 2          
                                169, 174, 175, 176    7, 2, 4, 2          
                                178, 179, 179, 179    4, 2, 8, 25         
                                180, 180, 180, 187    2, 8, 25, 7         
                                195, 197, 198, 198    16, 2, 4, 26        
                                199, 200, 201, 201    4, 2, 2, 11         
                                202, 203, 204, 206    9, 7, 22, 28        
                                209, 211, 215, 215    6, 4, 3, 12         
                                217, 227, 249, 251    4, 2, 34, 3         
                                255, 256, 257, 258    4, 14, 5, 14        
                                259, 262, 263, 333    10, 5, 17, 2        
                                349, 355, 356, 373    5, 4, 10, 19        
                                374, 385, 389, 390    19, 2, 2, 2         
эм                              6, 13, 13, 20         1, 10, 18, 17       
                                22, 25, 25, 26        2, 2, 16, 3         
                                27, 27, 30, 31        2, 14, 5, 10        
                                32, 32, 32, 33        4, 10, 12, 6        
                                33, 34, 34, 36        20, 3, 31, 5        
                                36, 36, 37, 37        7, 10, 5, 9         
                                41, 41, 42, 43        2, 9, 14, 16        
                                44, 48, 48, 51        11, 2, 7, 16        
                                51, 51, 52, 53        19, 24, 3, 16       
                                54, 57, 58, 60        16, 3, 7, 11        
                                60, 62, 64, 64        26, 4, 13, 23       
                                67, 68, 71, 85        4, 9, 5, 3          
                                86, 96, 96, 97        7, 2, 21, 2         
                                97, 99, 101, 103      21, 3, 11, 10       
                                105, 115, 117, 117    3, 3, 3, 25         
                                129, 129, 129, 130    5, 8, 18, 18        
                                132, 132, 134, 134    7, 12, 5, 11        
                                138, 139, 139, 140    9, 3, 12, 4         
                                141, 142, 143, 144    5, 8, 6, 2          
                                148, 150, 153, 155    4, 1, 8, 4          
                                159, 161, 162, 168    2, 8, 8, 2          
                                168, 169, 170, 171    5, 6, 5, 4          
                                171, 172, 172, 174    19, 13, 17, 1       
                                177, 179, 179, 179    4, 7, 12, 24        
                                180, 180, 180, 187    7, 12, 24, 6        
                                189, 189, 190, 190    5, 6, 5, 6          
                                195, 195, 195, 195    8, 11, 15, 29       
                                197, 198, 198, 199    8, 3, 25, 3         
                                201, 202, 203, 204    10, 8, 6, 21        
                                206, 206, 209, 211    18, 27, 5, 3        
                                215, 215, 217, 223    2, 11, 3, 6         
                                249, 249, 249, 249    7, 18, 20, 22       
                                249, 251, 254, 256    33, 2, 1, 13        
                                257, 258, 259, 259    4, 13, 4, 9         
                                262, 263, 264, 264    4, 16, 2, 4         
                                267, 267, 269, 281    2, 7, 5, 3          
                                281, 291, 297, 298    6, 2, 2, 4          
                                299, 299, 300, 302    5, 12, 2, 4         
                                302, 302, 313, 319    8, 11, 4, 2         
                                322, 333, 335, 337    5, 1, 6, 3          
                                339, 340, 340, 341    2, 5, 9, 3          
                                342, 344, 345, 346    3, 3, 11, 17        
                                347, 348, 349, 352    2, 7, 4, 9          
                                354, 356, 366, 368    4, 9, 1, 7          
                                369, 372, 373, 374    4, 3, 18, 18        
                                378, 378, 381, 382    6, 10, 3, 3         
                                384, 384, 391         13, 19, 4           
нийтлэх                         9, 11, 131            3, 1, 9             
биологийн идэвхт бүтээгдэхүүн   13, 68, 69, 73        22, 2, 4, 6         
                                74, 76, 84, 203       4, 2, 2, 9          
                                255, 257, 335, 336    6, 10, 10, 5        
                                337, 341, 342, 343    7, 7, 7, 2          
                                349, 372, 373, 374    7, 4, 2, 2          
уламжлалт эм                    13                    13                  
үйл ажиллагаа                   13, 24, 33, 43        33, 19, 28, 22      
                                44, 45, 48, 53        17, 8, 12, 26       
                                54, 74, 75, 82        26, 14, 8, 3        
                                107, 121, 122, 123    6, 5, 13, 19        
                                131, 132, 135, 136    6, 5, 5, 6          
                                137, 141, 143, 145    4, 10, 17, 2        
                                146, 172, 255, 256    7, 19, 10, 17       
                                260, 389              3, 11               
хүн                             13, 20, 21, 22        5, 3, 3, 4          
                                23, 23, 24, 34        3, 16, 4, 8         
                                38, 44, 45, 51        5, 9, 5, 10         
                                60, 64, 132, 258      10, 20, 20, 3       
                                258, 262, 282, 282    18, 7, 5, 11        
                                321, 356, 398         6, 3, 4             
мал                             13, 15, 20, 21        7, 19, 5, 5         
                                22, 23, 23, 24        6, 5, 17, 6         
                                34, 38, 43, 44        10, 7, 14, 7        
                                51, 60, 60, 64        8, 15, 25, 22       
                                123, 123, 132, 168    14, 16, 18, 3       
                                179, 179, 180, 180    20, 29, 20, 29      
                                189, 190, 195, 211    15, 15, 41, 13      
                                215, 231, 237, 259    10, 12, 3, 8        
                                259, 281, 356         12, 9, 5            
эмнэлэг                         13, 34, 43, 44        8, 13, 15, 8        
                                51, 123, 130, 132     9, 2, 9, 19         
                                263, 339, 356, 368    5, 5, 6, 4          
биобэлдмэл                      13, 229               15, 2               
оношлуур                        13, 101, 225          16, 4, 3            
үйлдвэрлэгч                     13, 30, 31, 41        25, 6, 9, 16        
                                42, 69, 96, 97        20, 7, 13, 13       
                                99, 105, 115, 117     6, 6, 6, 15         
                                129, 138, 144, 153    11, 12, 3, 11       
                                167, 168, 169, 202    8, 10, 9, 3         
                                215, 225, 335, 337    14, 20, 3, 10       
                                337, 361, 370, 389    12, 9, 9, 4         
хэрэглэгч                       13, 19, 20, 22        31, 3, 36, 18       
                                23, 27, 33, 36        23, 13, 16, 16      
                                37, 41, 67, 130       3, 14, 3, 17        
                                139, 198, 199, 225    8, 29, 8, 18        
                                243, 243, 249, 266    3, 7, 29, 5         
                                268, 269, 284, 315    10, 7, 2, 2         
                                339, 339, 348, 352    7, 14, 6, 8         
                                356, 368, 369, 389    8, 6, 10, 9         
малын генетик нөөц              15                    15                  
амьтан                          15, 20, 20, 21        20, 6, 25, 6        
                                22, 22, 23, 23        7, 25, 6, 18        
                                24, 28, 29, 34        7, 15, 15, 11       
                                38, 60, 99, 105       8, 16, 2, 2         
                                115, 117, 168, 179    2, 2, 4, 21         
                                179, 180, 180, 189    30, 21, 30, 16      
                                190, 195, 209, 211    16, 42, 4, 2        
                                211, 231, 231, 237    14, 2, 13, 4        
                                241, 247, 259, 262    2, 2, 13, 2         
                                281, 281, 283, 312    2, 10, 6, 7         
мөрдөгч                         17, 39, 321, 401      19, 15, 13, 15      
тодорхойлолт                    18                    6                   
урьдчилан сэргийлэх             20, 21, 22, 23        8, 11, 9, 8         
                                24, 38, 45            9, 10, 19           
эмчлэх                          20, 21, 22, 24        12, 8, 13, 13       
                                38                    14                  
сорилт                          20                    20                  
ургамал                         20, 22, 28, 29        26, 24, 14, 14      
тун                             20, 22, 23, 38        34, 16, 25, 17      
                                187, 204, 227, 287    11, 13, 6, 3        
                                312, 315, 337         5, 6, 16            
бүтээгдэхүүн                    21, 22, 23, 31        26, 40, 32, 11      
                                41, 42, 45, 45        17, 19, 3, 23       
                                156, 158, 160, 221    2, 5, 4, 5          
                                257, 265, 282         19, 3, 3            
эрдэнэс                         22                    31                  
сувилах                         24                    14                  
туслагч                         24, 30, 171, 350      24, 2, 13, 2        
мансууруулах эм                 25                    7                   
агуулах                         28, 29, 271, 284      8, 8, 11, 11        
                                311                   4                   
аюул                            32, 76, 322, 333      6, 10, 7, 5         
                                384                   15                  
монгол улсын нутаг дэвсгэр      33                    21                  
эмийн үнэлэмж                   33                    8                   
ажилгүй                         34, 62, 99, 185       22, 31, 11, 12      
                                198, 199, 341, 358    15, 14, 24, 20      
                                359, 373, 374         5, 9, 9             
захиргаа                        34, 53, 54, 57        27, 8, 8, 11        
                                60, 66, 92, 130       6, 9, 32, 6         
                                189, 190, 198, 206    10, 10, 20, 11      
                                324, 359, 373, 374    15, 10, 14, 14      
                                391, 391              12, 18              
байгууллага                     34, 43, 57, 60        29, 6, 14, 8        
                                62, 66, 92, 117       15, 12, 34, 30      
                                124, 125, 125, 127    5, 3, 5, 6          
                                129, 129, 130, 131    7, 20, 8, 5         
                                132, 133, 134, 135    3, 3, 3, 3          
                                136, 137, 140, 142    5, 3, 6, 6          
                                179, 180, 189, 190    6, 6, 12, 12        
                                197, 198, 206, 217    20, 22, 13, 8       
                                249, 259, 323, 324    25, 6, 14, 17       
                                327, 359, 373, 374    22, 12, 16, 16      
                                390, 391, 391, 393    25, 3, 15, 2        
                                394                   9                   
тохиолдол                       37, 64, 195, 198      7, 19, 22, 10       
                                207, 215, 243, 249    11, 9, 6, 38        
                                306, 327, 328, 335    2, 20, 12, 18       
                                342                   2                   
заавар                          37, 225, 243, 243     11, 19, 4, 8        
                                284, 339, 390         3, 15, 11           
зөвлөмж                         37, 66, 67, 69        12, 6, 10, 11       
                                70                    13                  
стандарт                        39, 81, 117, 135      16, 3, 21, 9        
                                153, 159, 161, 162    5, 11, 3, 3         
                                172, 202, 225, 239    3, 6, 26, 5         
                                265, 268              7, 7                
фармакопейн өгүүлэл             40, 359               3, 14               
эмийн түүхий эд                 42, 156, 221, 335     6, 6, 2, 7          
                                336, 337, 341, 342    2, 4, 4, 4          
                                351                   2                   
эмийн туслах бодис              42, 156               10, 9               
тусгай зөвшөөрөл                42, 43, 44, 77        21, 25, 20, 4       
                                96, 97, 99, 101       19, 19, 8, 5        
                                105, 115, 117, 123    8, 7, 7, 5          
                                129, 138, 215, 215    14, 7, 6, 15        
                                361                   12                  
хуулийн этгээд                  42, 43, 44, 203       24, 28, 23, 3       
                                398                   5                   
эрүүл мэндийн байгууллага       43, 44, 51, 132       10, 4, 5, 15        
эмийн сан                       43, 171, 172, 258     8, 17, 6, 8         
                                264, 265, 269, 353    5, 4, 3, 4          
хангагч                         43, 43, 44, 50        4, 21, 16, 10       
                                51, 74, 81, 96        23, 20, 6, 17       
                                97, 115, 117, 117     17, 21, 23, 28      
                                127, 132, 134, 135    4, 23, 15, 11       
                                142, 152, 153, 154    4, 9, 7, 12         
                                158, 159, 161, 162    16, 13, 5, 5        
                                171, 172, 179, 180    12, 5, 4, 4         
                                206, 217, 225, 239    20, 6, 28, 7        
                                256, 265, 370         16, 9, 10           
сан                             44, 128, 170, 256     2, 2, 4, 2          
                                257, 260              2, 2                
үйлчилгээ                       45, 103, 395          21, 16, 4           
эм барих                        48, 122, 123, 146     10, 11, 17, 5       
                                172                   8                   
тал                             48, 269, 325, 326     3, 13, 17, 9        
                                330                   8                   
талууд                          48, 269, 325, 326     3, 13, 17, 9        
                                330                   8                   
зохицуулалт                     48, 53, 54, 73        6, 20, 20, 17       
                                74, 75, 78, 85        19, 6, 5, 5         
                                87, 88, 92, 340       5, 5, 5, 6          
                                373, 374              22, 22              
үндэсний аюулгүй байдал         50                    7                   
орлог                           52                    2                   
захиргааны байгууллага          53, 53, 54, 54        12, 24, 12, 24      
                                60, 87, 88, 92        22, 11, 11, 9       
                                96, 97, 99, 101       25, 25, 16, 15      
                                103, 161, 162, 179    14, 12, 12, 16      
                                179, 180, 180, 189    36, 16, 36, 22      
                                190, 195, 211, 231    22, 48, 20, 19      
                                247, 256, 373, 374    8, 22, 26, 26       
газар                           53, 54, 58, 62        6, 6, 12, 36        
                                103, 176, 185, 195    23, 10, 17, 38      
                                199, 206, 264, 325    19, 2, 10, 31       
                                341, 345, 358, 362    29, 2, 25, 22       
                                364                   12                  
өнчин эм                        57                    7                   
зөвлөл                          59, 60, 60, 62        4, 14, 29, 2        
                                63, 64, 65, 195       2, 24, 2, 30        
                                319, 322, 324, 331    24, 31, 7, 12       
хариуцагч                       60, 60, 60, 92        13, 20, 28, 7       
                                99, 160, 179, 179     14, 6, 14, 34       
                                180, 180, 189, 190    14, 34, 20, 20      
                                195, 211, 231, 247    46, 18, 17, 6       
                                267, 329              6, 7                
ашиг сонирхлын зөрчил           62                    21                  
мэргэжил                        62, 63, 70, 82        13, 4, 12, 6        
                                123, 157, 372         10, 8, 7            
зөвлөх                          62, 63, 330           14, 6, 21           
дүрэм                           62                    19                  
гишүүн                          62, 62, 185, 195      20, 37, 18, 39      
                                199, 325, 341, 358    20, 32, 30, 26      
                                362, 364              23, 13              
мэдүүлэг                        62                    24                  
журам                           62, 92, 147, 185      26, 26, 4, 7        
                                199, 247, 340, 341    9, 20, 11, 12       
                                341, 358, 358, 362    19, 10, 15, 16      
                                364, 390              6, 10               
салбар                          63, 264               5, 8                
гамшиг                          64                    6                   
санал                           66, 67                5, 9                
сонгогч                         67, 323               7, 19               
дүгнэлт                         69, 71, 195, 309      10, 16, 31, 3       
                                310, 319, 324, 331    5, 26, 8, 15        
                                359                   18                  
сэтгэцэд нөлөөлөх эм            70, 96, 97, 167       3, 7, 7, 3          
                                360, 361, 362         5, 3, 6             
хяналт тавих                    70, 92, 101, 390      9, 15, 17, 15       
зах зээл                        76                    6                   
тандалт                         76                    12                  
баталгаажуулалт                 80                    2                   
зар сурталчилгаа                84, 366, 371, 373     5, 3, 4, 5          
                                374, 378, 379, 379    5, 2, 2, 4          
зөвшөөрөл                       84, 94, 103, 103      7, 4, 9, 18         
                                107, 119, 122, 179    2, 8, 7, 18         
                                179, 180, 180, 189    38, 18, 38, 24      
                                189, 190, 190, 207    32, 24, 32, 13      
                                209, 211, 223, 231    12, 8, 2, 7         
                                247, 247, 249, 249    10, 13, 3, 40       
                                251, 324              10, 4               
мэргэжилтэн                     86, 146, 172, 269     2, 4, 12, 2         
                                391, 394              5, 2                
мэдээлэл                        86, 227, 271, 284     12, 20, 10, 10      
                                363, 366, 367, 368    7, 2, 4, 8          
                                369, 370, 378, 380    2, 3, 4, 6          
                                383                   9                   
гүйцэтгэгч                      87, 88, 172, 393      13, 13, 21, 7       
хяналт шалгалт                  92                    23                  
халдваргүйжүүлэх                103                   6                   
нийслэл                         103                   20                  
өргөдөл                         107                   4                   
улсын бүртгэлийн гэрчилгээ      109, 213, 219, 233    3, 3, 2, 3          
                                237                   7                   
этгээд                          109, 141, 213, 233    2, 4, 2, 2          
                                346, 346              10, 15              
нотлох баримт                   111, 113, 115, 217    4, 14, 22, 18       
                                245                   12                  
өр                              111                   2                   
төлбөр                          113, 263, 341         9, 11, 16           
систем                          113, 316              11, 3               
гэрээ                           117, 197, 206, 217    33, 22, 23, 11      
                                235, 325              9, 20               
итгэмжлэл                       117, 123, 217         34, 12, 12          
эмнэлгийн мэргэжилтэн           122, 368              9, 10               
нийгмийн эрүүл мэндийн тусламж, үйлчилгээ  130                   12                  
үйлчлэгч                        139, 256, 257, 258    15, 5, 20, 16       
                                258, 259, 264, 306    20, 16, 11, 6       
шалгагч                         141                   8                   
иргэн                           142, 198, 203, 259    7, 2, 5, 15         
                                269                   14                  
орлого                          143                   2                   
үр                              143, 311, 321, 325    10, 6, 9, 15        
                                331, 369, 384         3, 8, 9             
бусад газар                     148, 249              2, 26               
технологи                       153                   12                  
ариун цэвэр                     154, 257              7, 17               
эрүүл ахуй                      154                   9                   
тоног төхөөрөмж                 154, 225              15, 5               
лабораторийн шинжилгээ          156                   13                  
зохион байгуулагч               158, 394              8, 11               
цуврал                          158, 223              12, 7               
боодол                          159, 227, 229, 271    8, 10, 13, 4        
шугам                           168, 345              7, 8                
хилийн боомт                    176, 187, 201, 227    7, 20, 6, 17        
тэжээлийн нэмэлт                179, 180, 209, 231    22, 22, 8, 3        
                                237, 241, 245, 251    5, 3, 2, 5          
лиценз                          185                   5                   
шийдвэр                         195                   50                  
гадаадын тусламж                198                   6                   
хандив                          198, 199              8, 2                
боомт                           201                   9                   
дархлаажуулах бэлдмэл           206, 263, 283         25, 3, 12           
шуудан                          206, 206              22, 31              
хүсэлт                          211, 231, 336         22, 21, 10          
тохирлын гэрчилгээ              221, 249              10, 12              
баталгаажилт                    223, 249              9, 11               
гэрчилгээ                       225, 225, 239, 241    17, 29, 8, 9        
ачаа                            229                   5                   
нэхэмжлэл                       229                   16                  
орчуулагч                       243                   12                  
баримт бичиг                    249                   15                  
эрүүл мэнд                      257                   13                  
эмийн жор                       261, 268              3, 2                
хүнс                            265                   10                  
зохицуулах хороо                267                   9                   
үйлчлүүлэгч                     268                   17                  
