File: MNCLW00179.txt
Search Method: Trie (MWE + Single-Word)
Total runtime: 0.028487s
Found terms: 1290

Term                            Line                  Word Place          

төрийн ордон                    5                     1                   
нийтлэх                         9                     1                   
хөлөг онгоц                     11, 11, 11, 17        6, 36, 45, 6        
                                21, 21, 21, 22        6, 17, 21, 3        
                                23, 24, 25, 26        7, 14, 5, 8         
                                26, 27, 27, 29        18, 7, 12, 8        
                                29, 30, 31, 45        12, 7, 3, 3         
                                45, 60, 62, 65        6, 23, 5, 6         
                                67, 67, 68, 68        9, 13, 3, 7         
                                69, 69, 71, 71        3, 7, 3, 7          
                                71, 71, 72, 72        13, 18, 11, 16      
                                74, 74, 82, 82        3, 9, 5, 10         
                                82, 85, 88, 89        23, 30, 19, 6       
                                89, 89, 94, 94        10, 15, 12, 23      
                                101, 102, 102, 109    10, 9, 13, 3        
                                123, 125, 125, 127    7, 5, 11, 1         
                                128, 129, 130, 130    5, 3, 7, 10         
                                130, 132, 132, 132    26, 3, 15, 26       
                                132, 133, 134, 134    31, 3, 3, 6         
                                135, 136, 137, 140    3, 17, 8, 12        
                                140, 140, 142, 143    15, 21, 7, 4        
                                143, 145, 145, 146    13, 4, 17, 3        
                                146, 150, 150, 150    12, 11, 18, 22      
                                152, 154, 157, 158    8, 11, 7, 2         
                                158, 159, 159, 159    18, 3, 7, 11        
                                161, 163, 163, 163    5, 3, 7, 22         
                                168, 168, 172, 172    7, 13, 3, 7         
                                174, 174, 175, 175    3, 7, 3, 7          
                                176, 176, 176, 181    3, 7, 17, 5         
                                184, 184, 185, 192    3, 7, 12, 4         
                                192, 194, 194, 195    8, 7, 16, 10        
                                196, 196, 196, 197    7, 11, 21, 14       
                                198, 199, 200, 205    33, 27, 14, 3       
                                205, 205, 206, 206    7, 40, 4, 23        
                                208, 210, 210, 217    15, 3, 7, 5         
                                220, 222, 223, 241    5, 3, 9, 3          
                                241, 245, 245, 246    16, 3, 12, 3        
                                246, 246, 249, 252    11, 33, 6, 10       
                                253, 253, 256, 261    3, 20, 5, 31        
                                264, 265, 268, 271    8, 23, 5, 2         
                                271, 272, 277, 277    16, 15, 3, 7        
                                278, 278, 281, 282    6, 46, 4, 3         
                                282, 282, 285, 286    7, 34, 4, 3         
                                286, 286, 291, 293    16, 26, 7, 3        
                                293, 294, 295, 295    7, 4, 3, 12         
                                300, 301, 301, 303    7, 3, 11, 3         
                                303, 305, 305, 308    7, 3, 16, 4         
                                309, 309, 309, 314    3, 13, 27, 7        
                                315, 316, 317, 317    7, 4, 3, 8          
                                318, 318, 319, 319    3, 13, 3, 13        
                                319, 321, 321, 322    22, 3, 8, 3         
                                322, 326, 326, 327    13, 3, 13, 3        
                                329, 330, 332, 332    11, 8, 8, 12        
                                333, 336, 336, 336    3, 3, 18, 35        
                                337, 338, 338, 339    18, 22, 27, 7       
                                340, 342, 342, 344    3, 3, 7, 13         
                                352, 352, 353, 356    11, 23, 8, 3        
                                356, 356, 356, 356    14, 20, 29, 42      
                                357, 357, 357, 360    3, 7, 23, 11        
                                361, 366, 371, 374    3, 6, 6, 5          
                                374, 381, 384, 385    9, 11, 2, 2         
                                387, 404              9, 22               
үйл ажиллагаа                   11, 16, 20, 24        25, 15, 6, 5        
                                29, 30, 36, 40        27, 23, 3, 14       
                                44, 48, 49, 58        3, 3, 8, 17         
                                59, 132, 139, 170     12, 23, 6, 12       
                                178, 199, 200, 211    11, 20, 16, 6       
                                217, 227, 228, 229    7, 3, 5, 20         
                                230, 231, 233, 234    5, 6, 4, 27         
                                236, 270, 270, 292    33, 9, 13, 22       
                                301, 326, 327, 328    26, 29, 19, 9       
                                329, 342, 368, 373    17, 18, 4, 3        
хөдөлмөрийн харилцаа            11, 62, 108, 109      48, 8, 6, 11        
                                112, 113              6, 9                
аюул                            11, 23, 23, 24        30, 10, 16, 7       
                                25, 30, 31, 48        7, 5, 5, 5          
                                64, 82, 85, 86        16, 17, 11, 3       
                                88, 92, 98, 101       13, 17, 3, 12       
                                102, 110, 114, 174    16, 7, 2, 10        
                                174, 177, 198, 199    15, 10, 25, 29      
                                205, 223, 240, 241    25, 3, 5, 20        
                                243, 245, 245, 252    3, 5, 14, 12        
                                254, 255, 256, 261    4, 9, 3, 36         
                                266, 278, 278, 278    5, 19, 39, 44       
                                278, 283, 381         57, 10, 6           
хангагч                         11, 23, 25, 29        32, 15, 9, 22       
                                31, 44, 48, 53        7, 7, 7, 12         
                                64, 82, 86, 88        20, 19, 13, 15      
                                105, 106, 110, 114    7, 9, 9, 4          
                                116, 117, 119, 123    8, 7, 5, 6          
                                145, 172, 174, 181    15, 20, 12, 27      
                                240, 241, 242, 246    7, 22, 16, 37       
                                249, 284, 287, 296    4, 20, 20, 20       
                                310, 323, 344, 347    19, 18, 23, 25      
                                349                   13                  
далайчин                        11, 53, 109, 198      50, 13, 19, 36      
чадамж                          11, 53, 106, 138      51, 14, 16, 2       
                                198                   38                  
гэрчилгээ                       11, 27, 53, 72        52, 20, 15, 24      
                                106, 107, 109, 130    17, 8, 22, 29       
                                136, 137, 137, 137    20, 7, 13, 15       
                                138, 143, 145, 149    3, 11, 21, 8        
                                150, 155, 156, 158    27, 10, 7, 7        
                                158, 163, 168, 176    26, 27, 26, 21      
                                198, 243, 245, 245    39, 5, 7, 16        
                                247, 248, 284, 284    7, 6, 13, 16        
                                288, 290, 297, 298    8, 8, 9, 9          
                                311, 312, 324, 325    8, 8, 7, 6          
                                326, 327, 328, 338    33, 23, 13, 5       
                                338, 338, 339, 340    10, 31, 13, 20      
                                342, 344, 352, 352    15, 5, 17, 29       
                                352, 355, 356, 357    32, 7, 48, 13       
                                357, 359, 360, 361    20, 7, 29, 19       
мөрдөгч                         14, 277, 317, 321     17, 21, 33, 20      
                                333, 411              19, 12              
үйлчлэгч                        15, 16, 17            4, 28, 13           
монгол улсын төрийн далбаа мандуулсан хөлөг онгоц  16                    4                   
хуулийн этгээд                  16, 27, 28, 230       19, 29, 30, 8       
                                235, 236, 409         16, 9, 5            
иргэн                           16, 78, 78, 133       18, 18, 21, 19      
хэрэглэгч                       19, 190               3, 9                
тоног төхөөрөмж                 22, 23, 46, 64        8, 27, 6, 26        
                                99, 101, 183, 196     5, 6, 9, 15         
                                198, 223, 242, 249    27, 13, 9, 8        
                                249, 264, 287, 291    14, 11, 4, 10       
                                296, 300, 310, 314    4, 10, 3, 10        
                                315, 323, 330, 350    13, 6, 10, 14       
зогсоол                         22, 234, 235          13, 19, 21          
мэргэжил                        23, 25, 78, 192       22, 12, 5, 11       
                                270                   8                   
хөлөг онгоцны баг               24, 31, 62, 109       10, 15, 1, 7        
                                113, 120, 198, 278    5, 4, 7, 12         
                                278                   31                  
хариуцагч                       24, 187               19, 16              
этгээд                          24, 31, 140, 166      22, 23, 11, 4       
                                213, 231, 272, 365    25, 2, 5, 13        
                                365, 367, 378, 389    18, 11, 9, 3        
                                389, 395, 402, 404    16, 3, 5, 10        
хяналт тавих                    26, 29, 44, 49        16, 25, 8, 10       
                                56, 168, 177, 178     16, 23, 16, 17      
ашиглалт                        26, 232, 234, 360     12, 5, 4, 9         
ахмад                           26, 77, 80, 81        20, 5, 5, 4         
                                82, 85, 86, 88        3, 28, 15, 8        
                                91, 94, 96, 98        11, 11, 12, 15      
                                99, 100, 110, 133     15, 5, 3, 16        
                                148, 185, 186, 196    3, 16, 17, 23       
                                201, 202, 202, 252    11, 16, 20, 8       
                                253, 260, 261, 268    13, 6, 6, 10        
                                269, 278, 364         8, 10, 6            
сонгогч                         26                    24                  
техникийн хяналт                27, 46, 167           16, 8, 6            
байгууллага                     27, 34, 35, 38        3, 9, 7, 4          
